Sales,Quantity,Discount,Order ID,Profit
2163.624,60,0.223529,17,260.8744
5371.09,67,0.157895,19,862.8877
974.782,51,0.283333,12,-184.9789
2054.14,31,0.157143,7,48.7017
2243.274,54,0.192857,14,11.3779
2820.424,44,0.372727,11,-294.6981
3368.094,52,0.192857,14,220.9163
4915.602,66,0.114286,14,751.9567
1427.044,55,0.213333,15,278.7371
439.5,8,0,3,93.9162
5364.808,48,0.128571,14,1124.4999
5278.826,57,0.1,12,737.3905
1707.286,30,0.088889,9,224.8887
2005.596,37,0.17,10,371.2398
6442.254,71,0.075,16,1617.7874
847.944,35,0.063636,11,-96.278
846.01,32,0.075,8,143.6268
427.372,16,0.1,6,-52.333
2454.866,37,0.1,12,513.5269
380.69,25,0.1125,8,116.6373
993.902,18,0.04,5,205.3888
3360.526,65,0.171429,14,-1018.7768
1055.981,38,0.475,8,-262.8093
1736.596,42,0.333333,9,-224.0889
6134.038,77,0.161111,18,-874.6645
6160.102,146,0.205405,37,714.3311
2374.658,100,0.046429,28,621.23
5454.35,31,0.075,8,1305.629
6720.444,58,0.05,12,1778.2923
8025.707,105,0.254839,31,-1032.149
1493.944,32,0.111111,9,249.1307
